CGPA,IQ,Communication,Programming,Internship,Projects,Attendance,Placement
7.11,104,7,6,3,6,65,1
6.29,121,3,8,1,1,80,1
5.46,90,9,1,3,3,75,1
5.32,95,10,4,2,5,65,1
5.53,124,5,8,2,0,97,1
6.96,125,3,3,3,0,82,1
5.25,108,1,10,0,1,60,1
8.78,126,6,4,0,0,88,1
8.09,125,7,9,0,4,97,1
5.46,116,2,8,2,0,78,1
7.89,109,6,5,0,0,63,1
7.56,87,4,10,1,5,76,1
5.23,99,7,1,1,3,99,1
5.13,137,9,10,2,1,67,1
5.73,84,1,6,0,2,68,0
9.01,88,2,4,1,2,66,1
7.18,109,2,9,0,0,73,1
6.27,120,9,8,2,4,88,1
8.7,101,3,3,3,6,77,1
8.74,91,2,9,2,5,92,1
9.58,115,5,9,2,1,93,1
7.75,93,8,5,3,0,83,1
9.09,107,4,1,0,5,72,1
7.85,139,3,9,0,2,78,1
9.81,118,3,2,3,4,67,1
7.44,115,7,9,1,3,99,1
9.63,118,2,1,3,6,70,1
6.86,116,5,4,0,3,82,1
5.96,125,9,10,0,5,78,1
9.97,84,5,4,0,2,96,1
5.35,137,6,6,1,5,78,1
5.54,113,5,8,3,3,64,1
9.93,128,2,8,3,4,71,1
8.22,119,1,9,3,6,90,1
7.01,138,2,3,3,3,61,1
8.62,133,3,10,1,0,76,1
8.15,95,6,5,3,2,77,1
8.25,123,1,3,3,5,65,1
9.47,90,6,3,0,3,84,1
7.0,87,8,3,2,4,74,1
8.83,81,5,10,2,3,100,1
9.29,135,8,5,2,0,79,1
6.93,131,2,2,2,5,82,1
5.27,108,3,6,2,4,75,1
5.62,116,7,5,0,4,71,1
7.89,86,5,1,2,3,84,1
8.19,111,7,4,2,5,99,1
7.0,89,9,1,3,3,100,1
7.09,134,5,8,2,5,67,1
6.02,136,2,5,0,5,84,1
9.0,127,1,5,2,2,67,1
7.45,110,8,7,2,4,75,1
6.8,128,10,8,0,1,99,1
8.92,91,10,8,3,0,99,1
8.08,140,7,6,3,2,87,1
9.81,121,7,5,2,5,73,1
5.35,128,1,2,0,3,86,0
8.12,85,10,1,1,1,73,1
5.82,86,6,6,0,4,97,1
6.13,136,7,10,0,5,76,1
8.67,102,2,8,0,6,60,1
7.67,136,3,9,0,6,94,1
8.38,139,8,1,2,5,74,1
7.65,111,2,1,2,6,78,1
9.07,83,10,2,0,2,97,1
7.19,80,6,9,2,1,82,1
7.51,105,6,8,0,4,67,1
5.41,80,1,10,1,6,78,1
7.48,81,3,1,3,6,89,1
5.51,92,6,6,3,1,81,1
5.34,114,1,1,2,5,81,1
7.06,93,2,10,3,1,79,1
7.05,112,2,2,0,2,61,0
8.93,91,1,8,1,3,88,1
8.02,81,1,2,3,3,76,1
9.62,134,6,9,1,3,74,1
6.05,110,7,8,1,5,91,1
9.65,118,2,1,3,0,81,1
7.79,108,4,5,1,1,76,1
6.88,135,10,3,0,6,77,1
8.02,139,1,3,1,2,61,1
9.45,100,4,1,3,3,85,1
6.82,128,5,2,0,1,90,1
5.6,117,6,4,1,3,78,1
6.32,86,5,10,1,3,86,1
5.67,82,2,5,1,0,62,0
9.48,102,4,3,2,2,81,1
6.92,113,3,5,1,5,77,1
8.05,102,4,6,0,6,70,1
9.86,110,2,8,2,2,91,1
5.96,109,8,10,1,2,71,1
7.84,135,7,8,0,2,63,1
9.07,111,1,7,3,4,80,1
5.79,140,9,9,1,0,85,1
5.42,103,8,8,2,1,97,1
8.9,85,6,1,3,2,82,1
5.47,112,10,3,2,5,85,1
8.97,88,9,7,0,4,60,1
6.48,80,9,3,3,5,62,1
5.41,94,2,10,2,0,72,1
7.58,124,2,3,2,1,74,1
8.69,115,8,5,3,2,72,1
7.24,106,4,3,2,3,98,1
7.46,105,6,8,0,4,91,1
6.33,119,2,10,3,1,69,1
5.46,129,10,7,3,2,82,1
6.85,126,2,4,2,0,77,1
6.13,117,3,1,0,5,63,0
8.41,103,9,6,1,3,72,1
9.59,140,5,1,2,5,77,1
5.27,117,9,8,2,5,85,1
9.95,102,3,3,1,4,72,1
9.99,110,7,9,2,1,95,1
5.47,114,8,1,0,4,85,1
9.46,131,9,3,1,3,85,1
8.62,83,5,5,1,6,69,1
7.65,126,9,4,2,2,93,1
8.34,130,2,10,0,3,100,1
7.04,108,7,9,0,5,71,1
9.24,139,9,5,2,2,60,1
9.49,134,7,10,3,1,78,1
7.41,118,9,5,2,2,97,1
9.52,117,8,2,3,6,64,1
6.1,136,3,9,0,6,60,1
6.58,140,1,5,3,4,60,1
7.0,134,5,4,1,3,73,1
5.07,136,7,9,3,2,73,1
5.95,111,7,2,2,6,85,1
9.32,101,6,9,1,2,63,1
7.23,123,7,3,0,6,74,1
8.84,116,1,2,0,3,76,1
9.91,134,4,9,2,0,64,1
8.63,82,1,7,2,5,92,1
8.96,96,5,7,3,0,72,1
6.26,105,7,4,3,1,82,1
5.36,107,4,9,3,1,95,1
7.57,93,5,6,3,4,80,1
6.7,99,4,9,0,5,94,1
5.98,100,1,1,2,4,69,1
7.48,84,10,6,1,5,82,1
7.86,106,7,3,3,1,75,1
5.62,131,7,9,3,5,89,1
9.35,83,10,2,3,0,87,1
7.34,95,5,6,2,2,96,1
7.31,102,8,2,0,0,99,1
8.59,115,9,5,3,4,70,1
8.51,125,2,3,3,5,99,1
7.7,96,1,9,0,3,80,1
9.72,105,5,5,3,2,88,1
5.38,109,5,7,2,5,60,1
9.89,110,10,6,1,4,92,1
9.29,98,9,6,0,4,64,1
6.73,127,6,8,2,5,100,1
7.12,85,6,6,0,2,69,1
7.04,93,2,9,3,6,99,1
6.25,95,2,2,0,5,76,0
5.22,89,7,5,3,0,84,1
8.71,140,5,9,2,5,71,1
9.52,93,1,8,3,0,70,1
8.49,129,10,4,2,6,98,1
9.14,115,2,8,3,2,94,1
6.67,129,6,5,2,6,75,1
5.51,109,9,6,1,4,66,1
8.52,124,2,2,3,4,86,1
8.38,103,3,6,0,1,99,1
9.52,139,1,4,2,6,90,1
5.97,106,7,9,2,0,65,1
5.22,123,7,4,1,4,83,1
9.08,124,3,10,2,4,71,1
8.57,136,4,1,3,0,98,1
8.87,110,6,1,1,3,71,1
7.64,102,8,6,0,1,85,1
6.48,96,10,10,1,3,95,1
9.63,87,1,2,1,0,69,1
7.12,84,4,4,2,6,61,1
9.53,94,9,6,3,1,99,1
6.74,105,6,7,1,0,85,1
6.71,105,7,1,3,4,88,1
9.16,133,2,2,0,3,80,1
8.6,129,3,2,2,0,87,1
9.21,93,10,7,2,2,79,1
5.21,83,8,4,1,2,81,1
5.79,108,5,2,3,6,75,1
9.03,82,1,5,0,1,64,1
6.82,138,4,5,1,5,81,1
6.91,92,4,1,0,0,89,0
6.0,121,3,5,3,5,84,1
5.88,101,9,2,0,3,84,1
6.5,101,5,3,2,2,70,1
6.97,99,2,9,1,4,94,1
6.07,94,4,10,1,6,87,1
8.5,106,6,6,0,5,88,1
7.53,112,3,2,2,1,73,1
8.18,103,5,5,0,6,91,1
6.84,87,1,7,0,3,67,1
8.63,97,1,5,3,3,96,1
6.69,80,4,4,2,3,67,1
9.6,128,3,8,3,6,61,1
6.52,98,6,1,0,6,81,1
8.46,123,8,4,0,1,70,1
8.2,91,8,2,2,4,76,1
6.4,82,2,5,1,3,71,1
6.35,132,9,6,0,1,69,1
5.8,96,5,10,2,0,63,1
6.15,110,9,8,0,2,94,1
6.35,122,10,5,0,6,68,1
5.65,102,4,7,0,2,78,1
5.96,137,10,1,2,2,72,1
9.07,127,4,1,3,2,60,1
9.86,101,7,10,3,3,85,1
7.98,132,10,2,1,6,88,1
5.96,90,8,1,2,1,63,1
5.04,138,6,3,0,4,82,1
5.96,113,4,10,1,2,79,1
6.45,105,1,7,2,4,72,1
7.72,116,3,5,3,6,95,1
9.19,124,6,9,2,5,89,1
7.15,107,9,10,3,0,73,1
7.0,106,1,10,3,0,76,1
7.39,94,9,7,3,4,77,1
8.99,94,10,3,3,3,62,1
8.38,119,8,4,3,4,62,1
5.98,85,8,2,1,5,92,1
8.58,104,3,5,0,6,91,1
6.21,94,6,8,2,6,65,1
5.16,106,10,6,0,4,89,1
7.23,84,9,5,1,0,75,1
7.74,84,5,8,0,4,93,1
6.22,94,1,9,2,2,92,1
7.73,132,1,9,2,5,97,1
9.94,124,9,3,3,1,73,1
5.55,105,2,5,0,3,75,1
9.25,85,2,3,0,2,84,1
7.7,87,7,9,1,2,75,1
8.2,109,3,5,0,3,76,1
9.91,139,10,2,1,1,61,1
7.96,91,8,2,2,3,88,1
6.73,110,3,6,1,0,64,1
8.51,131,2,2,1,6,75,1
6.93,83,4,6,3,3,94,1
9.88,139,3,8,0,0,60,1
6.39,138,7,1,0,5,100,1
9.22,85,7,5,3,4,75,1
6.51,88,5,4,1,0,82,1
6.74,104,5,5,1,0,80,1
6.22,93,3,10,1,5,72,1
7.37,122,9,2,2,3,62,1
5.22,124,6,9,0,1,87,1
6.78,131,10,8,3,4,87,1
6.84,140,4,7,3,1,94,1
5.74,105,9,10,2,4,91,1
8.91,86,9,8,1,1,66,1
7.11,137,7,2,0,5,81,1
8.31,93,8,3,3,3,78,1
7.14,126,6,1,0,3,66,1
9.06,111,2,10,0,5,80,1
9.18,111,1,10,1,0,94,1
5.7,86,5,10,0,1,65,1
5.58,112,3,2,0,4,69,0
9.86,126,2,2,3,1,69,1
6.5,80,7,4,0,0,73,0
8.44,103,8,8,2,5,87,1
9.16,127,5,7,1,2,93,1
8.65,122,9,6,0,5,86,1
6.57,121,10,9,2,0,64,1
9.89,91,8,3,1,1,64,1
5.12,125,1,6,3,5,73,1
5.27,133,2,1,2,3,62,0
6.08,83,10,7,0,2,100,1
8.9,119,2,10,2,0,63,1
5.22,100,8,10,1,5,99,1
8.61,97,7,8,2,0,90,1
5.15,125,5,2,0,4,76,1
9.35,120,9,10,1,2,93,1
5.65,112,3,6,0,0,84,0
8.45,83,8,10,3,3,74,1
6.39,101,4,1,2,6,98,1
5.77,95,4,2,3,2,70,1
6.84,127,1,3,2,6,87,1
5.79,83,4,2,0,4,86,0
6.84,101,1,9,3,4,69,1
6.06,80,3,8,2,6,69,1
5.56,104,9,7,2,6,79,1
5.91,80,2,9,3,6,79,1
5.79,116,9,2,0,1,70,0
8.78,87,3,3,1,0,100,1
9.71,128,8,1,3,3,97,1
6.52,122,9,1,1,0,91,1
7.17,117,5,8,2,0,92,1
6.44,132,1,5,1,0,65,0
9.03,111,1,7,0,0,86,1
7.94,84,9,9,0,2,87,1
6.08,83,8,4,3,0,95,1
9.65,101,8,3,3,5,90,1
6.68,116,7,9,2,2,95,1
9.15,128,1,1,3,5,85,1
8.64,103,3,7,3,5,77,1
8.21,82,8,1,0,0,79,1
5.36,140,1,1,1,6,97,1
8.23,138,4,4,0,1,62,1
6.33,108,10,1,3,0,89,1
9.07,111,3,1,0,0,98,1
8.03,138,7,7,1,0,83,1
7.5,111,7,2,2,3,64,1
5.21,101,4,4,3,3,76,1
7.15,123,10,2,2,0,96,1
6.3,95,7,7,3,3,86,1
8.4,134,5,2,0,5,87,1
6.62,80,2,6,2,1,91,1
9.79,89,5,5,3,1,89,1
6.83,97,8,2,3,3,64,1
5.44,89,10,4,1,3,99,1
6.07,130,9,7,0,5,80,1
5.85,133,9,10,0,3,85,1
8.95,109,9,8,3,1,72,1
7.33,129,1,7,3,3,98,1
8.87,83,8,3,1,4,76,1
6.98,140,9,6,1,4,67,1
8.24,85,2,2,0,6,63,1
5.81,101,6,4,2,1,82,1
6.96,124,6,4,0,2,88,1
6.55,90,2,2,2,6,87,1
6.85,108,10,10,1,6,96,1
7.86,87,1,7,3,2,77,1
7.66,123,9,6,1,2,93,1
7.81,119,8,4,3,6,82,1
9.3,91,4,1,2,2,83,1
5.08,86,7,3,0,1,69,0
7.42,131,4,9,3,0,90,1
6.11,84,6,10,3,2,83,1
8.6,106,3,5,2,4,100,1
5.99,124,5,3,0,0,84,0
6.61,87,6,4,0,3,70,1
9.94,86,10,3,2,3,62,1
6.8,132,6,3,1,5,84,1
5.17,100,9,1,3,3,88,1
8.14,136,7,6,1,4,87,1
9.31,115,7,8,2,5,95,1
6.19,105,1,1,3,2,65,1
7.68,125,2,9,1,6,62,1
7.04,119,3,5,3,2,87,1
6.93,86,6,10,0,6,62,1
7.61,101,1,10,2,1,66,1
7.65,113,7,9,0,2,63,1
7.23,86,5,8,3,3,82,1
5.13,126,1,3,0,4,68,0
5.7,116,4,9,2,0,72,1
8.78,106,6,5,2,1,63,1
7.93,101,1,3,1,1,66,1
6.11,113,9,5,1,3,73,1
7.84,97,3,7,3,1,74,1
9.13,90,1,3,0,4,81,1
7.07,93,8,2,1,2,83,1
9.75,123,1,3,2,0,93,1
8.77,122,5,10,3,1,79,1
8.33,80,1,7,2,0,91,1
9.96,85,3,8,2,5,94,1
7.05,107,6,2,2,5,95,1
6.01,106,5,1,3,3,83,1
6.06,127,7,10,0,0,63,1
8.53,121,3,1,1,0,86,1
7.28,134,2,8,3,5,90,1
6.4,118,5,10,1,2,73,1
6.24,128,9,10,3,3,97,1
9.65,115,9,7,1,2,63,1
8.92,91,7,5,0,0,68,1
5.64,113,8,3,3,3,93,1
5.03,91,5,8,0,2,68,1
9.04,101,10,4,1,5,77,1
5.89,122,5,3,1,2,78,1
9.13,135,7,10,3,4,100,1
6.83,132,6,2,2,0,81,1
8.2,80,8,5,0,5,92,1
9.73,138,7,5,0,5,67,1
6.71,99,6,5,3,5,65,1
9.37,98,8,3,3,5,89,1
8.79,126,2,6,0,2,92,1
8.57,108,1,8,3,5,82,1
6.75,139,3,6,3,4,77,1
5.16,140,10,5,1,6,95,1
8.87,106,4,3,3,1,81,1
7.33,112,7,2,0,5,75,1
8.86,103,6,4,1,3,98,1
8.6,102,5,10,0,5,87,1
8.25,122,2,5,0,3,73,1
6.55,109,2,1,0,3,92,1
9.52,119,7,3,0,5,68,1
6.33,109,8,1,3,4,100,1
8.74,118,5,5,0,6,73,1
7.8,126,6,4,0,0,74,1
5.13,88,7,8,1,3,100,1
8.58,87,3,1,0,5,96,1
9.38,106,1,10,2,0,67,1
7.39,90,2,2,3,4,95,1
6.2,85,8,2,0,5,65,1
8.65,110,3,3,2,6,63,1
5.44,109,3,10,3,1,86,1
7.38,95,8,8,2,5,68,1
9.06,121,5,3,0,4,98,1
5.15,108,2,2,1,4,83,0
7.0,135,7,1,3,4,97,1
8.78,87,4,4,2,2,83,1
8.23,118,10,10,2,3,91,1
6.12,84,4,4,3,3,89,1
7.86,92,8,8,3,0,83,1
5.75,119,4,4,0,5,98,1
5.91,80,5,6,3,2,75,1
5.53,83,8,10,2,3,61,1
9.27,113,2,2,2,5,81,1
8.49,88,4,5,2,1,78,1
8.85,89,7,6,3,6,62,1
9.59,91,2,4,1,0,80,1
8.2,99,8,5,0,6,84,1
5.71,87,6,8,1,3,80,1
9.98,102,4,7,3,4,62,1
7.76,128,8,2,3,4,60,1
9.18,118,2,6,1,4,67,1
7.16,103,7,2,2,2,84,1
8.14,104,2,4,0,3,78,1
5.68,88,4,7,1,3,92,1
8.87,130,10,9,3,4,74,1
8.17,126,4,4,2,4,89,1
6.34,94,5,8,1,3,91,1
9.99,88,7,5,2,1,87,1
6.96,83,2,10,3,4,65,1
9.47,102,2,10,3,5,87,1
6.9,81,1,7,0,5,81,1
6.38,119,2,9,1,6,96,1
5.14,98,3,10,0,3,82,1
7.33,118,8,9,2,0,70,1
8.06,98,6,1,0,3,75,1
6.82,100,9,8,0,2,68,1
7.0,106,8,8,2,6,87,1
9.05,122,3,3,1,6,71,1
6.29,103,10,4,1,6,74,1
6.1,125,5,7,2,3,89,1
9.36,107,5,1,0,3,95,1
6.77,94,6,7,3,6,81,1
7.31,120,8,9,1,4,63,1
5.19,84,4,6,1,0,77,0
8.61,109,1,6,2,1,79,1
8.81,115,7,2,2,3,74,1
5.93,133,10,5,3,0,81,1
9.39,100,7,3,2,6,61,1
9.17,86,8,3,2,0,88,1
9.18,92,5,9,1,3,63,1
7.38,98,8,6,2,1,91,1
8.29,118,2,10,1,6,92,1
7.95,118,7,5,2,1,96,1
6.95,95,1,7,2,6,84,1
6.9,134,1,5,1,2,75,1
5.63,107,7,3,3,4,93,1
5.1,120,6,4,0,4,68,1
9.14,128,3,9,1,1,67,1
9.43,122,10,7,3,0,85,1
9.77,108,4,7,0,5,72,1
8.99,113,2,5,0,5,97,1
9.76,135,7,3,3,5,99,1
8.93,91,5,3,3,6,87,1
8.95,131,10,5,2,4,68,1
6.34,99,6,10,0,3,81,1
8.72,105,8,4,1,2,85,1
6.85,118,10,10,3,2,91,1
8.82,130,7,10,1,6,73,1
7.62,125,4,3,3,1,96,1
9.0,90,1,9,2,2,69,1
8.2,132,1,6,2,1,88,1
5.37,130,2,10,0,2,70,1
6.23,112,1,2,0,3,80,0
9.64,109,3,10,3,4,70,1
9.75,99,4,9,0,1,71,1
5.46,87,6,6,3,1,73,1
9.71,124,9,7,2,6,83,1
5.64,111,9,4,1,3,87,1
5.87,121,7,2,3,2,80,1
5.65,88,8,7,1,5,60,1
5.7,119,9,1,0,4,93,1
7.18,83,8,9,1,6,89,1
7.61,112,4,5,1,4,67,1
5.24,109,1,2,1,2,78,0
9.48,102,6,6,0,2,68,1
9.62,87,4,1,2,4,79,1
8.66,115,10,6,2,2,87,1
8.67,119,1,6,1,5,61,1
7.62,102,10,10,3,6,94,1
8.03,88,10,7,1,6,91,1
9.24,135,2,2,3,6,68,1
7.51,80,4,1,0,0,66,0
7.77,86,5,7,1,5,76,1
6.23,97,2,7,2,5,99,1
5.18,123,9,7,2,4,75,1
8.45,96,1,2,3,0,72,1
6.97,101,4,7,2,6,75,1
7.7,109,6,3,3,2,91,1
8.61,82,6,9,0,2,79,1
5.88,111,9,2,0,5,60,1
6.28,106,1,2,0,5,99,1
7.16,109,3,3,3,6,83,1
8.46,103,4,10,1,3,67,1
5.3,96,4,3,2,2,83,1
9.65,134,1,10,3,4,93,1
7.37,120,2,4,1,6,80,1
7.1,109,10,3,0,4,88,1
7.5,99,1,1,3,6,98,1
6.82,113,2,1,2,2,62,0
8.49,108,5,7,0,5,75,1
5.53,95,2,7,3,3,64,1
9.85,105,5,7,2,6,90,1
9.3,138,9,6,1,0,70,1
6.42,126,4,9,0,3,64,1
8.6,107,7,6,2,0,81,1
6.28,114,8,5,1,6,85,1
8.27,90,5,5,3,1,97,1
8.18,110,8,8,1,3,75,1
5.54,87,6,8,3,1,81,1
7.58,94,3,4,1,4,81,1
9.55,107,7,6,2,4,93,1
9.35,110,6,6,1,1,70,1
9.88,139,8,8,3,2,75,1
5.82,82,5,1,2,4,81,1
7.87,134,5,1,3,3,74,1
6.5,118,2,8,1,5,79,1
6.0,87,10,5,0,5,67,1
6.33,107,5,1,1,0,89,0
7.22,127,3,3,3,0,94,1
5.48,122,10,10,0,6,95,1
8.52,123,1,7,2,2,69,1
7.93,132,8,10,3,3,73,1
9.5,111,6,4,2,3,62,1
7.35,98,9,10,1,6,61,1
6.64,124,10,5,2,5,63,1
7.71,112,8,7,2,3,94,1
8.92,111,1,7,2,3,80,1
8.64,127,4,3,2,2,65,1
7.42,97,9,8,1,4,66,1
5.06,139,10,2,1,1,87,1
8.76,131,6,7,3,4,77,1
6.74,107,8,9,1,2,75,1
6.41,135,1,7,3,6,71,1
9.52,99,1,5,2,2,94,1
9.39,103,10,4,0,1,69,1
5.6,136,1,6,0,4,88,1
9.95,121,5,5,0,0,77,1
9.43,127,9,1,1,2,86,1
6.02,106,4,9,3,5,98,1
9.86,131,3,1,0,1,62,1
7.65,90,10,3,1,4,78,1
5.7,131,4,1,2,3,85,1
5.81,107,7,2,2,5,65,1
5.53,117,5,6,2,3,83,1
6.85,103,2,7,2,5,86,1
9.67,90,2,6,2,0,85,1
9.58,115,9,5,1,1,72,1
5.29,129,3,2,1,4,84,1
8.14,111,4,1,3,4,89,1
9.61,98,7,4,3,1,60,1
9.46,100,7,1,2,1,84,1
7.79,93,1,8,3,0,88,1
9.86,91,5,9,2,6,80,1
5.57,136,5,10,1,6,76,1
9.2,129,5,5,0,2,89,1
7.04,118,5,9,3,3,82,1
8.09,128,10,1,0,3,64,1
5.06,131,4,9,2,4,78,1
5.84,93,6,6,1,1,69,1
9.52,82,5,7,1,4,60,1
6.25,88,5,6,2,6,92,1
8.89,102,6,10,3,6,79,1
5.65,93,2,1,1,2,60,0
9.54,96,9,3,0,0,100,1
8.01,131,5,1,1,1,94,1
8.38,116,1,10,2,3,89,1
9.61,128,7,9,2,0,70,1
5.05,112,5,4,0,6,69,1
6.42,102,4,9,0,1,69,1
7.46,102,5,7,0,3,84,1
8.75,118,6,8,1,6,74,1
9.56,123,7,9,1,2,98,1
8.07,125,5,7,2,1,84,1
7.67,136,6,4,2,3,70,1
8.32,83,7,4,1,6,79,1
6.46,115,4,8,0,5,95,1
6.84,95,8,1,3,5,77,1
9.81,125,5,9,0,0,100,1
6.64,135,8,7,3,5,97,1
8.8,93,6,5,0,0,86,1
8.33,118,5,2,3,3,68,1
9.42,100,10,3,1,4,80,1
7.0,119,4,4,0,3,62,1
8.71,91,6,7,1,5,96,1
6.49,109,7,8,1,5,64,1
6.06,139,6,2,2,5,89,1
9.85,120,8,5,2,1,63,1
6.16,119,2,9,2,2,92,1
9.28,97,6,6,1,5,72,1
8.82,98,8,10,2,3,75,1
5.08,85,7,9,3,3,96,1
9.71,103,7,2,0,6,97,1
6.58,86,1,6,0,6,100,1
7.75,131,7,6,2,1,93,1
7.99,124,6,9,0,3,87,1
9.01,115,1,7,2,4,93,1
8.8,104,8,7,0,4,95,1
5.36,113,4,8,0,4,71,1
5.56,94,10,3,3,1,86,1
8.97,135,3,5,3,6,70,1
6.37,130,3,1,3,0,91,1
7.26,80,8,7,0,2,81,1
9.6,123,8,6,1,5,95,1
8.62,135,1,10,1,1,71,1
9.7,95,4,5,0,5,94,1
8.93,114,7,2,2,6,88,1
6.3,119,7,1,0,2,98,1
8.49,115,3,1,3,0,86,1
9.9,121,2,6,1,6,61,1
6.61,119,5,7,1,6,65,1
7.67,90,4,8,1,6,83,1
7.55,84,9,4,1,4,87,1
6.64,94,8,7,0,2,97,1
9.22,128,4,4,2,6,66,1
7.01,105,3,8,1,6,88,1
5.45,110,6,7,0,6,98,1
6.45,106,1,10,0,3,95,1
5.89,126,3,9,1,2,74,1
6.01,113,6,8,1,4,80,1
8.22,100,9,6,3,4,98,1
7.39,134,4,5,1,4,65,1
8.75,81,6,7,0,4,63,1
6.82,91,4,4,1,0,91,1
6.02,87,2,1,3,2,88,1
8.03,135,8,9,0,6,90,1
7.96,100,8,2,0,5,76,1
7.04,134,10,6,3,0,87,1
6.15,140,2,7,3,0,87,1
5.37,90,8,3,2,6,67,1
5.05,137,9,3,3,3,83,1
6.87,115,5,10,3,5,83,1
8.04,87,8,1,1,4,88,1
8.3,104,3,1,3,3,86,1
8.96,116,8,4,3,2,82,1
5.65,112,5,7,2,0,84,1
9.89,85,8,9,2,6,71,1
8.28,90,5,5,2,3,96,1
8.61,115,5,2,0,2,76,1
7.19,100,4,5,1,1,78,1
7.73,103,5,1,1,3,96,1
9.96,94,6,5,1,4,95,1
5.06,108,10,1,0,1,79,1
6.48,114,5,6,2,4,77,1
9.78,115,10,9,0,5,85,1
7.49,111,9,10,3,3,81,1
7.73,120,5,1,1,5,84,1
6.31,114,6,7,1,1,73,1
6.4,130,8,6,1,4,65,1
6.27,133,2,3,0,3,91,1
6.29,127,9,8,2,2,75,1
8.98,123,8,5,2,4,98,1
7.13,83,2,6,1,0,93,1
9.93,80,3,9,0,5,77,1
6.53,80,9,3,0,3,63,1
7.59,89,2,4,1,5,69,1
6.64,93,4,5,0,1,90,1
8.46,104,1,7,2,3,81,1
9.97,91,4,8,3,6,100,1
5.69,103,10,1,2,4,94,1
6.63,96,3,3,3,2,66,1
5.46,99,2,4,0,6,86,1
5.68,140,3,6,3,3,72,1
8.94,88,6,4,0,1,67,1
5.51,84,7,4,2,3,62,1
5.51,109,6,6,3,4,64,1
6.26,108,4,5,2,5,96,1
7.52,87,4,5,0,5,62,1
6.72,82,7,2,3,0,81,1
8.14,139,1,8,2,4,91,1
9.22,131,3,5,3,2,66,1
5.52,87,9,8,2,0,86,1
8.88,125,4,8,3,5,70,1
9.16,126,6,5,2,0,70,1
7.19,101,9,1,1,5,99,1
7.52,82,9,9,1,4,62,1
9.54,123,6,1,0,5,89,1
9.01,105,8,3,3,3,85,1
8.05,136,6,4,3,6,96,1
8.12,110,5,4,1,1,76,1
8.37,102,2,7,3,2,82,1
7.86,84,9,2,3,6,71,1
8.5,92,9,5,2,5,72,1
5.07,109,10,7,1,4,76,1
8.89,100,5,4,0,5,68,1
5.42,81,3,8,3,1,87,1
9.88,129,8,2,0,6,72,1
6.07,124,6,7,3,2,79,1
5.83,122,7,5,2,1,85,1
5.56,134,6,10,3,6,80,1
5.36,92,7,10,1,6,65,1
5.56,101,6,10,1,6,78,1
5.44,104,2,2,2,4,61,0
6.61,91,10,5,2,3,71,1
6.75,137,2,7,3,5,64,1
7.62,113,9,4,1,4,83,1
9.72,116,10,4,0,0,83,1
9.86,122,4,9,3,3,90,1
6.7,84,8,8,1,5,86,1
5.37,88,4,7,1,0,94,1
9.68,89,8,2,0,4,74,1
6.87,115,10,4,1,3,67,1
9.64,136,6,9,0,2,62,1
8.27,117,8,10,3,1,65,1
8.25,126,3,2,3,1,100,1
9.29,122,1,1,1,5,71,1
7.23,100,7,2,2,5,89,1
5.62,113,7,4,0,5,76,1
8.73,115,3,5,3,0,81,1
9.46,81,10,2,1,5,72,1
9.59,94,3,7,0,2,61,1
7.61,125,9,6,0,4,89,1
6.94,82,8,10,3,1,88,1
8.43,138,4,5,1,4,74,1
8.41,82,10,9,3,2,83,1
9.78,120,6,2,2,5,91,1
5.04,125,5,8,0,3,97,1
9.92,139,3,5,2,3,78,1
8.17,118,3,7,0,0,100,1
5.8,130,2,7,1,3,95,1
6.5,83,2,4,1,4,78,1
6.9,103,5,2,2,0,69,1
6.09,127,6,2,0,5,80,1
5.76,86,10,9,1,3,98,1
7.19,111,4,3,1,3,71,1
5.3,128,10,3,2,4,81,1
5.38,119,4,9,1,0,91,1
8.64,88,2,8,1,0,62,1
9.12,108,4,1,2,1,74,1
5.94,130,5,9,3,1,84,1
7.99,98,6,3,0,1,78,1
5.63,104,2,8,2,1,100,1
5.16,137,10,8,2,1,72,1
6.08,134,10,1,0,1,89,1
5.64,133,8,1,2,5,84,1
7.81,80,7,10,2,5,98,1
7.6,117,2,5,0,6,95,1
6.48,135,9,4,3,3,85,1
5.33,96,5,10,1,4,82,1
5.86,140,1,1,2,1,93,1
8.03,107,10,6,1,6,84,1
8.65,95,8,6,2,1,64,1
5.24,110,3,9,2,0,79,1
6.95,123,5,9,3,4,80,1
5.03,106,10,9,0,3,77,1
9.59,98,4,3,2,1,76,1
9.2,130,10,4,1,3,63,1
7.77,80,10,2,2,1,88,1
9.77,112,8,8,3,0,89,1
7.2,97,5,6,2,2,93,1
7.46,97,6,2,2,1,84,1
6.14,86,1,2,1,5,60,0
6.58,106,3,2,0,4,80,0
8.71,90,3,6,1,3,85,1
5.32,104,9,6,3,0,99,1
8.16,126,4,3,3,6,66,1
5.45,125,1,1,3,5,95,1
5.51,128,6,3,0,0,86,0
7.56,125,1,4,2,2,85,1
9.37,104,10,7,3,6,94,1
6.62,98,4,7,1,1,98,1
9.82,80,4,7,0,5,79,1
8.22,119,10,10,1,0,85,1
8.66,89,1,8,2,1,72,1
9.29,130,8,3,2,0,90,1
8.61,119,10,2,2,4,83,1
5.5,112,7,9,3,5,82,1
6.57,124,9,7,0,6,97,1
6.91,97,10,4,3,5,99,1
5.87,86,8,5,0,5,93,1
